index,idx,img,filename,img,text,status,lean,Unnamed: 5,Unnamed: 6,url,likely_true,favors_r,benefits_r,important,funny,surprising,reputation_overall,reputation_partyloyalty,reputation_engage,likely_share,real,num_person,biden,trump,valence,arousal,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
77,78,IM_1MP0ncleMgPDI1f,r_benson armed protestors flock to michigan officials home.jpg,,jocelyn benson: armed protestors flock to michigan official's home,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_benson armed protestors flock to michigan officials home.jpg,1.135614397,-0.7975687235,-0.7739566262,0.6929652415,-0.5422590838,-0.2830981183,0.05556267322,0.1636555051,-0.3821813317,0.5536787217,0.5,1,0,0,0,0,9,98.87,50,1,25.77,9,44.44,33.33,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,22.22,0,0,11.11,0,0,0,0,0,11.11,0,0
78,79,IM_1zSOfyDDHGfPX2R,r_biden may keep some trump policies on trade.jpg,,biden may keep some trump policies on trade,new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_biden may keep some trump policies on trade.jpg,0.5142104521,0.4862208821,0.334918224,0.5490579809,-0.4622507016,-0.05004661606,0.9413586557,0.5469886294,-0.4556416959,-0.3144534672,0.5,1,1,0,0,0,8,93.26,50,7.84,25.77,8,12.5,75,25,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,25,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,12.5,12.5,0,12.5,0,25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,80,IM_b17IpsSyjx6LMUt,r_bidens pick of retired general for pentagon criticized.jpg,,biden's pick of retired general for pentagon is criticized for breaching civilian control,new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_bidens pick of retired general for pentagon criticized.jpg,0.6084819344,1.030842055,1.138982576,0.1142101352,-0.783095247,-0.5902557017,0.5942884721,0.3177854265,-0.5699524331,-0.2582575897,0.5,1,0,0,0,0,13,99,50,1,1,13,53.85,69.23,30.77,0,0,0,0,0,0,0,0,0,23.08,7.69,0,0,0,15.38,7.69,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,15.38,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0
80,81,IM_1YzX1GBo1eo4wHH,r_blm power grab sets off internal revolt.jpg,,black lives matter power grab sets off internal revolt,new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_blm power grab sets off internal revolt.jpg,0.7191573722,0.2230972447,0.1929471886,-0.1896023879,-0.4357256867,-0.918163714,-0.263079762,0.1211042997,-0.7800459731,-0.7013969769,0.5,1,0,0,0,0,9,98.87,50,58.07,25.77,9,11.11,66.67,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,11.11,11.11,0,11.11,0,0,11.11,0,0,11.11,0,0,0,11.11,0,22.22,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,82,IM_beAIsiOrtQA3FNb,r_border patrol settles lawsuit with detained us citizens.jpg,,border patrol settles lawsuit with us citizens detained after an agent heard them speaking...,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_border patrol settles lawsuit with detained us citizens.jpg,0.52352226,-0.9372880081,-1.084200584,-0.2057230524,-0.64051216,-0.7410933874,0.3355469872,0.3079513702,-0.6781506062,-0.2932422781,0.5,1,0,0,0,0,14,97.73,99,13.15,25.77,14,35.71,78.57,35.71,14.29,14.29,0,7.14,0,0,7.14,0,7.14,14.29,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,35.71,0,0,0,0,7.14,0,0,0,7.14,0,0,14.29,0,14.29,0,0,0,0,0,0,14.29,7.14,0,7.14,0,0,7.14,0,0,14.29,0,7.14,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,21.43,21.43,0,0,0,0,0,0,0,0,0,0
82,83,IM_1Mwxn7ISZEa0A6h,r_child rapist arrested crossing mexico border.jpg,,"child rapist, violent criminals arrested crossing mexico border into u.s.",old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_child rapist arrested crossing mexico border.jpg,1.089653758,1.506446007,1.687885461,0.8666956982,-0.9204273988,-1.094786893,-0.04734587192,0.4855833109,-0.2509922405,0.9312218181,0.5,1,0,0,0,1,10,98.58,84.14,43.37,1,10,40,60,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,20,0,20,0,20,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,20,0,0,20,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,10,0,0,0,0,0,0,0,0,0
83,84,IM_bQKk3wKlMVnXQ8Z,r_chinese hackers charged with equifax breach.png,,u.s. charges four chinese hackers with massive equifax breach,old pre-test recycle,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_chinese hackers charged with equifax breach.png,0.9919230818,0.2971213417,0.3042454694,1.152196511,-0.8145801446,-0.6074918921,0.7897872727,-0.07480096462,-0.5931165926,1.630317558,0.5,0,0,0,0,0,9,98.87,50,4.97,25.77,9,55.56,33.33,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,0,0,0,0,0,0
84,85,IM_2ueNVKVdQ0GVBBj,r_church identified as hate group gets permit in minnesota.jpg,,church identified as hate group gets permit in minnesota,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_church identified as hate group gets permit in minnesota.jpg,0.473392797,-0.5930615739,-0.5913578842,0.2521658218,-0.8073303326,0.1831460867,-1.166856879,-0.6968244247,-1.002613817,-0.4922176938,0.5,0,0,0,0,0,9,98.87,86.68,58.07,1,9,22.22,88.89,22.22,0,0,0,0,0,0,0,0,0,22.22,0,0,11.11,0,22.22,11.11,11.11,0,0,11.11,11.11,0,11.11,0,11.11,0,11.11,0,0,0,0,22.22,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44,22.22,0,11.11,11.11,0,0,22.22,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,86,IM_cx09qduNEDf99zf,r_cons congressmen resigns.png,,conservative pennsylvania congressmen resigns amid abortion scandal,old pre-test recycle,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_cons congressmen resigns.png,1.00265221,-1.577670541,-1.446172947,-0.1867840899,-0.6274031819,-0.4453054554,1.01949301,0.7888573561,0.08993227676,0.1520173932,0.5,1,0,0,0,0,7,99,50,1,1,7,85.71,57.14,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,87,IM_1yS7Afuw1cPeGUZ,r_cons groups aggressively opposite soc health care.png,,"conservative groups form coalition to ""aggressively"" oppose socialized medicine in us",old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_cons groups aggressively opposite soc health care.png,1.373657474,0.667161175,0.4940766494,0.4504146478,-0.7333415978,-1.454155409,1.496299378,1.844715325,1.449694439,0.9632638692,0.5,1,0,0,0,0,11,98.34,99,2.4,1,11,45.45,63.64,27.27,9.09,9.09,0,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,0,9.09,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,27.27,18.18,0,9.09,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,18.18,0,0,0
87,88,IM_2aeMtgRCrnLsS4R,"r_convict thanks NY dems, arrested for 140th time.jpg",,convict who thanked NY dems for abolishing bail arrested for 140th time,old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,"https://www.yourfeed.social/static/images/stimulii/aj/r_convict thanks NY dems, arrested for 140th time.jpg",-0.3224293489,1.420422679,1.497120608,-0.1211540219,0.1696715508,0.1663676871,-0.1390827295,-0.3694750531,-0.1751429885,-0.106541812,0.5,1,0,0,0,0,12,98.14,79.76,1.79,99,12,33.33,41.67,25,8.33,0,0,0,0,0,0,8.33,0,16.67,0,0,0,0,8.33,0,0,8.33,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,89,IM_bjU0t9A53yyHTOR,r_democratswontstopthemadness.jpg,,democrats won't stop the madness until they're stopped,old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_democratswontstopthemadness.jpg,-0.4292880931,1.901296398,1.856000347,-0.3341756549,-0.1602846175,-0.9486686181,-0.5034785131,0.3800483868,0.1092153377,-0.9101838035,0.5,2,0,0,-1,0,8,38.6,50,99,25.77,8,37.5,75,50,0,0,0,0,0,0,0,0,12.5,12.5,25,0,12.5,12.5,37.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,12.5,12.5,12.5,37.5,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0
89,90,IM_09avlV5mg9xyETz,r_desperatebidenblamestrump.jpg,,desperate: biden blames trump for deaths of black transgender women,old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_desperatebidenblamestrump.jpg,-0.4540022689,-0.371866641,-0.2995477041,-0.290356541,-0.2927386816,0.1799182422,-0.9344297096,-0.3910230958,-0.766389893,-1.46872781,0.5,1,1,0,0,0,10,99,97.69,1,1,10,20,70,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,20,10,10,0,20,0,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0
90,91,IM_4GbohzSJ4CYAy4l,r_ex us homeland security official to give testimony.jpg,,ex-u.s. homeland security official to give congressional testimony,new since november,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_ex us homeland security official to give testimony.jpg,1.454876881,-0.2996441029,-0.2955792818,0.3313207239,-0.6937697539,-1.470903736,1.408762988,1.030103454,-0.5577256779,0.1764701784,0.5,0,0,0,0,0,9,98.87,98.62,1,99,9,55.56,66.67,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,22.22,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,33.33,22.22,0,0,0,0,0,11.11,0,0,0,0
91,92,IM_5pYyZSemolRk4IJ,r_facts did not justify wiretap of trump aide.png,,justice dept/ says facts did not justify continued wiretap of trump aide,old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_facts did not justify wiretap of trump aide.png,0.8817328367,1.525861849,1.492640664,0.4808364625,-0.527230122,-0.4727297926,1.361083593,1.740789639,1.985727489,1.100586945,0.5,2,0,0,1,0,12,81.63,20.24,74.76,25.77,12,33.33,75,25,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,25,8.33,8.33,0,0,8.33,8.33,8.33,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,8.33,8.33,0,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33
92,93,IM_42DoTGzjz7WMepL,r_falling sales job losses and bankruptcies.jpg,,"falling sales, job losses and bankruptcies: pain spreads across coal country",new since november,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_falling sales job losses and bankruptcies.jpg,1.201398864,0.04304947183,0.06429046028,0.5712087893,-0.8566157514,-1.212378426,0.7281469136,0.4882331497,-0.3488723501,0.1853097448,0.5,0,0,0,0,0,11,93.26,50,85.21,1,11,36.36,81.82,18.18,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,18.18,0,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,9.09,0,9.09,0,0,9.09,0,9.09,0,0,9.09,0,0,0,27.27,9.09,18.18,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0
93,94,IM_ctJiwKSsDleyCyN,r_families sue california for failing to educate low-income students of color amid pandemic.jpg,,"families sue california, say state fails to educate low-income students of color amid pandemic",new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_families sue california for failing to educate low-income students of color amid pandemic.jpg,1.258248026,-0.262214452,-0.368181644,0.758520027,-0.7287907034,-0.9734981911,0.7291028224,0.2114599456,0.6748517916,0.6727238422,0.5,4,0,0,0,0,15,99,90.87,1,1,15,33.33,66.67,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,6.67,0,0,0,0,0,13.33,0,13.33,0,0,13.33,13.33,6.67,0,0,0,0,0,0,0,0,0,0,13.33,6.67,6.67,0,0,0,0,0,0,26.67,6.67,6.67,20,0,6.67,0,6.67,0,6.67,0,6.67,0,20,6.67,6.67,6.67,0,0,0,0,0,0,0,0,13.33,0,6.67,0,0,0,0,6.67,0,0,0,0
94,95,IM_aYqBGf0B12l0uQl,r_fans celebrate jeopardy contestant for shining light on bisexuality.jpg,,fans celebrate 'jeopardy!' contestant for shining light on bisexuality,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_fans celebrate jeopardy contestant for shining light on bisexuality.jpg,1.295674503,-1.004209861,-0.9992751567,-1.089987328,-0.2695046104,-1.226112108,1.690794546,0.4039567563,0.9226251513,-0.2027384102,0.5,1,0,0,1,0,9,99,86.68,4.97,25.77,4.5,55.56,55.56,22.22,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,0,0,0,11.11,11.11,11.11,0,0,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,11.11,0,0,22.22,0,0
95,96,IM_eJRxuwFjBpBLntr,r_federal court upholds block on in-person medication abortion requirements.jpg,,federal court upholds block on in-person medication abortion requirements,new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_federal court upholds block on in-person medication abortion requirements.jpg,0.7684602441,0.1609953497,0.1573067279,0.742874251,-0.9375825718,-0.3569436244,0.5345961011,0.9107186765,-0.4632532419,0.2103013839,0.5,3,0,0,-1,1,10,99,84.14,43.37,25.77,10,50,60,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,10,0,0,0,0,0,0,0,0,0,0,20,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0
96,97,IM_d4EMukINQtgMDoF,r_fired coronavirus scientist discusses judge who approved raid.jpg,,fired coronavirus scientist discusses judge who approved raid,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_fired coronavirus scientist discusses judge who approved raid.jpg,0.7278377987,-0.4512699502,-0.4470179262,0.1400445335,-0.6376847334,-0.5861568516,0.8749745011,0.6027209051,0.221399901,0.2781743001,0.5,1,0,0,0,0,8,72.69,99,1,25.77,8,50,75,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,25,12.5,12.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,98,IM_56nu8w4DhkTtgNf,r_fired cybersecurity chief sues trump lawyer.jpg,,fired cybersecurity chief sues trump lawyer over call for him to be shot,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_fired cybersecurity chief sues trump lawyer.jpg,0.2069422054,-1.786855567,-1.751182459,0.1314108443,-0.4607425492,-0.003987908716,-0.06651722906,-0.05947142462,-0.730572333,0.1043793961,0.5,1,0,0,0,0,13,97.95,93.79,1,1,13,7.69,69.23,38.46,7.69,7.69,0,0,0,7.69,0,0,0,23.08,7.69,0,0,0,7.69,0,0,0,0,0,7.69,0,7.69,0,0,0,15.38,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,23.08,0,0,0,7.69,0,7.69,0,7.69,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,99,IM_51tG49gXmsZG7MV,r_girls sue to block transgender athletes.png,,girls sue to block participation of transgender athletes,old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_girls sue to block transgender athletes.png,1.487375117,0.4325125658,0.3042454694,0.3188185692,-0.290315173,-0.8935706131,-0.0640478505,-0.06044750961,0.165374957,0.2548511745,0.5,5,0,0,0,1,8,99,99,1,25.77,8,37.5,62.5,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,100,IM_2fQ95GacoFaWzjv,r_gop megadonor adelson readies lobbying blitz.jpg,,gop megadonor sheldon adelson readies 2021 lobbying blitz to bring casinos to texas,new since november,D-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_gop megadonor adelson readies lobbying blitz.jpg,0.7582192915,0.3157418107,0.3042454694,-1.044637632,-0.5245876672,-0.9480456539,-0.08380287894,-0.4181826608,-1.869143776,-0.9489230522,0.5,1,0,0,0,0,13,99,50,1.4,25.77,13,46.15,30.77,15.38,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,7.69,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,101,IM_0BPCNpg1GWebYQB,r_Gov signs abortion bill.png,,"illinois Governois signs abortion protection bill pro-life groups call a ""death penalty""",old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_Gov signs abortion bill.png,0.9022275671,-0.5933233431,-0.675179402,0.8567527429,-0.8932841029,-0.7892958652,0.5477456251,1.581991192,1.099871023,0.5198018817,0.5,1,0,0,0,0,13,97.95,93.79,1,25.77,13,38.46,69.23,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,15.38,7.69,0,23.08,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,7.69,0,0,7.69,0,7.69,0,0,0,0,0,0,23.08,0,0,0,0,0,0,7.69,15.38,0,0,0
101,102,IM_0cDEvNAxqkCcdlH,r_hartford detective demoted suspended.jpg,,"hartford detective demoted, suspended for suggesting bet on first homicide",new since november,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_hartford detective demoted suspended.jpg,0.437668796,-0.2442209039,-0.29233218,-0.5193193687,-0.4862496787,0.510945549,-0.410472364,-0.8533263154,-1.284982651,-0.7581235621,0.5,0,0,0,0,0,10,99,84.14,43.37,1,10,60,60,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0,10,0,0,0,0,20,0,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
102,103,IM_39K72zxqbycp2a9,r_house votes to exapnd marijuana research.jpg,,house votes to expand marijuana research,new since november,Neutral,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_house votes to exapnd marijuana research.jpg,1.398509251,-0.8116388154,-0.7836952258,0.3085881475,-0.3945260411,-0.8960299232,2.136020279,0.9274969196,2.211686037,2.180175196,0.5,0,0,0,0,0,6,99,50,23.51,25.77,6,33.33,83.33,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,104,IM_1Iln7lXJEIuQy8Z,r_hunter biden agrees to pay child support.png,,"hunter biden agrees to pay monthly child support, ending standoff over contempt",old pre-test recycle,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_hunter biden agrees to pay child support.png,0.1499289694,0.5134821543,0.5921692829,-1.276803724,-0.3451075405,-0.7545661296,-0.2697363477,0.1138685392,-0.9572553068,-1.219575986,0.5,1,0,0,-1,0,12,99,79.76,74.76,99,12,33.33,75,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,8.33,0,0,0,0,0,25,16.67,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,8.33,0,25,0,8.33,16.67,8.33,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0
104,105,IM_8quntitrjlgDppr,r_hunter biden under federal investigation.jpg,,joe biden's son hunter biden under federal investigation for tax case,new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_hunter biden under federal investigation.jpg,1.180596142,2.122793372,2.163741137,0.3911044757,-0.3728720907,-0.9577526082,0.4680731136,0.7779380815,0.1950955066,0.465328162,0.5,3,1,0,1,0,11,99,81.84,2.4,25.77,11,18.18,45.45,18.18,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,9.09,0,9.09,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0
105,106,IM_8pMDpPRDh0ZA9ql,r_illegal immigrants re-arrested.jpg,,"illegal immigrants freed from detection after court order have been re-arrested for sex, drug crimes",new since november,R-leaning,NA,https://www.yourfeed.social/static/images/stimulii/aj/,https://www.yourfeed.social/static/images/stimulii/aj/r_illegal immigrants re-arrested.jpg,0.4698639732,1.272622765,1.326121278,0.8057306751,-0.7597895305,-0.3203119597,0.3830626382,0.9418362992,0.8716982832,-0.1393715687,0.5,3,0,0,0,0,16,97.36,50,7.84,99,16,25,56.25,31.25,0,0,0,0,0,0,0,0,0,18.75,12.5,0,0,0,12.5,6.25,6.25,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,6.25,6.25,0,6.25,0,0,6.25,0,0,6.25,6.25,0,12.5,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,6.25,0,0,0,0,6.25,0,0,0,0
